,country,alpha-2,date,cumsum_cases,cumsum_deaths,alpha-3,population,cases_by_million
2718,Italy,IT,2020-02-20,3,0,ITA,60431283.0,0.049643162466036006
3546,Netherlands,NL,2020-02-20,0,0,NLD,17231017.0,0.0
1985,Germany,DE,2020-02-20,15,0,DEU,82927922.0,0.1808799694751787
4978,Switzerland,CH,2020-02-20,0,0,CHE,8516543.0,0.0
3064,Lithuania,LT,2020-02-20,0,0,LTU,2789533.0,0.0
4744,Spain,ES,2020-02-20,2,0,ESP,46723749.0,0.04280478435067357
1745,Finland,FI,2020-02-20,1,0,FIN,5518050.0,0.18122343943965713
1824,France,FR,2020-02-20,12,1,FRA,66987244.0,0.17913858345926278
347,Austria,AT,2020-02-20,0,0,AUT,8847037.0,0.0
1662,Estonia,EE,2020-02-20,0,0,EST,1320884.0,0.0
3383,Monaco,MC,2020-02-20,0,0,MCO,38682.0,0.0
4899,Sweden,SE,2020-02-20,1,0,SWE,10183175.0,0.09820119952765223
1190,Croatia,HR,2020-02-20,0,0,HRV,4089400.0,0.0
3136,Luxembourg,LU,2020-02-20,0,0,LUX,607728.0,0.0
575,Belarus,BY,2020-02-20,0,0,BLR,9485386.0,0.0
654,Belgium,BE,2020-02-20,1,0,BEL,11422068.0,0.08754982022519915
1280,Czech_Republic,CZ,2020-02-20,0,0,CZE,10625695.0,0.0
1365,Denmark,DK,2020-02-20,0,0,DNK,5797446.0,0.0
2563,Ireland,IE,2020-02-20,0,0,IRL,4853506.0,0.0
2180,Iceland,IS,2020-02-20,0,0,ISL,353574.0,0.0
3754,North_Macedonia,MK,2020-02-20,0,0,MKD,2082958.0,0.0
4435,San_Marino,SM,2020-02-20,0,0,SMR,33785.0,0.0
3833,Norway,NO,2020-02-20,0,0,NOR,5314336.0,0.0
653,Belgium,BE,2020-02-21,1,0,BEL,11422068.0,0.08754982022519915
4743,Spain,ES,2020-02-21,2,0,ESP,46723749.0,0.04280478435067357
4977,Switzerland,CH,2020-02-21,0,0,CHE,8516543.0,0.0
3753,North_Macedonia,MK,2020-02-21,0,0,MKD,2082958.0,0.0
4273,Romania,RO,2020-02-21,0,0,ROU,19473936.0,0.0
4347,Russia,RU,2020-02-21,2,0,RUS,144478050.0,0.01384293323449479
574,Belarus,BY,2020-02-21,0,0,BLR,9485386.0,0.0
5309,United_Kingdom,GB,2020-02-21,9,0,GBR,66488991.0,0.13536075468493725
4898,Sweden,SE,2020-02-21,1,0,SWE,10183175.0,0.09820119952765223
4434,San_Marino,SM,2020-02-21,0,0,SMR,33785.0,0.0
346,Austria,AT,2020-02-21,0,0,AUT,8847037.0,0.0
3545,Netherlands,NL,2020-02-21,0,0,NLD,17231017.0,0.0
1823,France,FR,2020-02-21,12,1,FRA,66987244.0,0.17913858345926278
3832,Norway,NO,2020-02-21,0,0,NOR,5314336.0,0.0
1279,Czech_Republic,CZ,2020-02-21,0,0,CZE,10625695.0,0.0
2717,Italy,IT,2020-02-21,3,0,ITA,60431283.0,0.049643162466036006
1364,Denmark,DK,2020-02-21,0,0,DNK,5797446.0,0.0
1984,Germany,DE,2020-02-21,15,0,DEU,82927922.0,0.1808799694751787
1744,Finland,FI,2020-02-21,1,0,FIN,5518050.0,0.18122343943965713
2562,Ireland,IE,2020-02-21,0,0,IRL,4853506.0,0.0
3382,Monaco,MC,2020-02-21,0,0,MCO,38682.0,0.0
3063,Lithuania,LT,2020-02-21,0,0,LTU,2789533.0,0.0
2179,Iceland,IS,2020-02-21,0,0,ISL,353574.0,0.0
3135,Luxembourg,LU,2020-02-21,0,0,LUX,607728.0,0.0
1189,Croatia,HR,2020-02-21,0,0,HRV,4089400.0,0.0
1661,Estonia,EE,2020-02-21,0,0,EST,1320884.0,0.0
3134,Luxembourg,LU,2020-02-22,0,0,LUX,607728.0,0.0
1660,Estonia,EE,2020-02-22,0,0,EST,1320884.0,0.0
1363,Denmark,DK,2020-02-22,0,0,DNK,5797446.0,0.0
2716,Italy,IT,2020-02-22,17,0,ITA,60431283.0,0.28131125397420403
1983,Germany,DE,2020-02-22,15,0,DEU,82927922.0,0.1808799694751787
573,Belarus,BY,2020-02-22,0,0,BLR,9485386.0,0.0
4433,San_Marino,SM,2020-02-22,0,0,SMR,33785.0,0.0
1743,Finland,FI,2020-02-22,1,0,FIN,5518050.0,0.18122343943965713
4742,Spain,ES,2020-02-22,2,0,ESP,46723749.0,0.04280478435067357
2178,Iceland,IS,2020-02-22,0,0,ISL,353574.0,0.0
3381,Monaco,MC,2020-02-22,0,0,MCO,38682.0,0.0
3831,Norway,NO,2020-02-22,0,0,NOR,5314336.0,0.0
2561,Ireland,IE,2020-02-22,0,0,IRL,4853506.0,0.0
1278,Czech_Republic,CZ,2020-02-22,0,0,CZE,10625695.0,0.0
1188,Croatia,HR,2020-02-22,0,0,HRV,4089400.0,0.0
4976,Switzerland,CH,2020-02-22,0,0,CHE,8516543.0,0.0
3752,North_Macedonia,MK,2020-02-22,0,0,MKD,2082958.0,0.0
652,Belgium,BE,2020-02-22,1,0,BEL,11422068.0,0.08754982022519915
345,Austria,AT,2020-02-22,0,0,AUT,8847037.0,0.0
3062,Lithuania,LT,2020-02-22,0,0,LTU,2789533.0,0.0
3544,Netherlands,NL,2020-02-22,0,0,NLD,17231017.0,0.0
4897,Sweden,SE,2020-02-22,1,0,SWE,10183175.0,0.09820119952765223
4272,Romania,RO,2020-02-22,0,0,ROU,19473936.0,0.0
4346,Russia,RU,2020-02-22,2,0,RUS,144478050.0,0.01384293323449479
5308,United_Kingdom,GB,2020-02-22,9,0,GBR,66488991.0,0.13536075468493725
1822,France,FR,2020-02-22,12,1,FRA,66987244.0,0.17913858345926278
344,Austria,AT,2020-02-23,0,0,AUT,8847037.0,0.0
4432,San_Marino,SM,2020-02-23,0,0,SMR,33785.0,0.0
4896,Sweden,SE,2020-02-23,1,0,SWE,10183175.0,0.09820119952765223
3830,Norway,NO,2020-02-23,0,0,NOR,5314336.0,0.0
5307,United_Kingdom,GB,2020-02-23,9,0,GBR,66488991.0,0.13536075468493725
1187,Croatia,HR,2020-02-23,0,0,HRV,4089400.0,0.0
3751,North_Macedonia,MK,2020-02-23,0,0,MKD,2082958.0,0.0
572,Belarus,BY,2020-02-23,0,0,BLR,9485386.0,0.0
3133,Luxembourg,LU,2020-02-23,0,0,LUX,607728.0,0.0
2177,Iceland,IS,2020-02-23,0,0,ISL,353574.0,0.0
1821,France,FR,2020-02-23,12,1,FRA,66987244.0,0.17913858345926278
1659,Estonia,EE,2020-02-23,0,0,EST,1320884.0,0.0
4741,Spain,ES,2020-02-23,2,0,ESP,46723749.0,0.04280478435067357
1742,Finland,FI,2020-02-23,1,0,FIN,5518050.0,0.18122343943965713
1982,Germany,DE,2020-02-23,15,0,DEU,82927922.0,0.1808799694751787
1362,Denmark,DK,2020-02-23,0,0,DNK,5797446.0,0.0
2715,Italy,IT,2020-02-23,79,2,ITA,60431283.0,1.3072699449389482
3543,Netherlands,NL,2020-02-23,0,0,NLD,17231017.0,0.0
1277,Czech_Republic,CZ,2020-02-23,0,0,CZE,10625695.0,0.0
3061,Lithuania,LT,2020-02-23,0,0,LTU,2789533.0,0.0
4345,Russia,RU,2020-02-23,2,0,RUS,144478050.0,0.01384293323449479
4975,Switzerland,CH,2020-02-23,0,0,CHE,8516543.0,0.0
651,Belgium,BE,2020-02-23,1,0,BEL,11422068.0,0.08754982022519915
3380,Monaco,MC,2020-02-23,0,0,MCO,38682.0,0.0
4271,Romania,RO,2020-02-23,0,0,ROU,19473936.0,0.0
2560,Ireland,IE,2020-02-23,0,0,IRL,4853506.0,0.0
2714,Italy,IT,2020-02-24,132,2,ITA,60431283.0,2.1842991485055845
3132,Luxembourg,LU,2020-02-24,0,0,LUX,607728.0,0.0
3542,Netherlands,NL,2020-02-24,0,0,NLD,17231017.0,0.0
1820,France,FR,2020-02-24,12,1,FRA,66987244.0,0.17913858345926278
343,Austria,AT,2020-02-24,0,0,AUT,8847037.0,0.0
4344,Russia,RU,2020-02-24,2,0,RUS,144478050.0,0.01384293323449479
5306,United_Kingdom,GB,2020-02-24,13,0,GBR,66488991.0,0.1955210901004649
1276,Czech_Republic,CZ,2020-02-24,0,0,CZE,10625695.0,0.0
4895,Sweden,SE,2020-02-24,1,0,SWE,10183175.0,0.09820119952765223
650,Belgium,BE,2020-02-24,1,0,BEL,11422068.0,0.08754982022519915
3060,Lithuania,LT,2020-02-24,0,0,LTU,2789533.0,0.0
1186,Croatia,HR,2020-02-24,0,0,HRV,4089400.0,0.0
4974,Switzerland,CH,2020-02-24,0,0,CHE,8516543.0,0.0
3750,North_Macedonia,MK,2020-02-24,0,0,MKD,2082958.0,0.0
1361,Denmark,DK,2020-02-24,0,0,DNK,5797446.0,0.0
4740,Spain,ES,2020-02-24,2,0,ESP,46723749.0,0.04280478435067357
1741,Finland,FI,2020-02-24,1,0,FIN,5518050.0,0.18122343943965713
2176,Iceland,IS,2020-02-24,0,0,ISL,353574.0,0.0
3829,Norway,NO,2020-02-24,0,0,NOR,5314336.0,0.0
4431,San_Marino,SM,2020-02-24,0,0,SMR,33785.0,0.0
4270,Romania,RO,2020-02-24,0,0,ROU,19473936.0,0.0
3379,Monaco,MC,2020-02-24,0,0,MCO,38682.0,0.0
2559,Ireland,IE,2020-02-24,0,0,IRL,4853506.0,0.0
1658,Estonia,EE,2020-02-24,0,0,EST,1320884.0,0.0
571,Belarus,BY,2020-02-24,0,0,BLR,9485386.0,0.0
1981,Germany,DE,2020-02-24,15,0,DEU,82927922.0,0.1808799694751787
1275,Czech_Republic,CZ,2020-02-25,0,0,CZE,10625695.0,0.0
3828,Norway,NO,2020-02-25,0,0,NOR,5314336.0,0.0
3059,Lithuania,LT,2020-02-25,0,0,LTU,2789533.0,0.0
2175,Iceland,IS,2020-02-25,0,0,ISL,353574.0,0.0
1819,France,FR,2020-02-25,12,1,FRA,66987244.0,0.17913858345926278
649,Belgium,BE,2020-02-25,1,0,BEL,11422068.0,0.08754982022519915
4739,Spain,ES,2020-02-25,3,0,ESP,46723749.0,0.06420717652601036
3131,Luxembourg,LU,2020-02-25,0,0,LUX,607728.0,0.0
1657,Estonia,EE,2020-02-25,0,0,EST,1320884.0,0.0
570,Belarus,BY,2020-02-25,0,0,BLR,9485386.0,0.0
4343,Russia,RU,2020-02-25,2,0,RUS,144478050.0,0.01384293323449479
4973,Switzerland,CH,2020-02-25,0,0,CHE,8516543.0,0.0
2713,Italy,IT,2020-02-25,229,6,ITA,60431283.0,3.7894280682407486
1360,Denmark,DK,2020-02-25,0,0,DNK,5797446.0,0.0
1980,Germany,DE,2020-02-25,15,0,DEU,82927922.0,0.1808799694751787
4430,San_Marino,SM,2020-02-25,0,0,SMR,33785.0,0.0
1740,Finland,FI,2020-02-25,1,0,FIN,5518050.0,0.18122343943965713
4894,Sweden,SE,2020-02-25,1,0,SWE,10183175.0,0.09820119952765223
3378,Monaco,MC,2020-02-25,0,0,MCO,38682.0,0.0
2558,Ireland,IE,2020-02-25,0,0,IRL,4853506.0,0.0
3541,Netherlands,NL,2020-02-25,0,0,NLD,17231017.0,0.0
4269,Romania,RO,2020-02-25,0,0,ROU,19473936.0,0.0
3749,North_Macedonia,MK,2020-02-25,0,0,MKD,2082958.0,0.0
5305,United_Kingdom,GB,2020-02-25,13,0,GBR,66488991.0,0.1955210901004649
342,Austria,AT,2020-02-25,0,0,AUT,8847037.0,0.0
1185,Croatia,HR,2020-02-25,0,0,HRV,4089400.0,0.0
3377,Monaco,MC,2020-02-26,0,0,MCO,38682.0,0.0
341,Austria,AT,2020-02-26,2,0,AUT,8847037.0,0.22606438743276422
1359,Denmark,DK,2020-02-26,0,0,DNK,5797446.0,0.0
4738,Spain,ES,2020-02-26,7,0,ESP,46723749.0,0.14981674522735752
4268,Romania,RO,2020-02-26,0,0,ROU,19473936.0,0.0
1979,Germany,DE,2020-02-26,17,0,DEU,82927922.0,0.20499729873853587
3058,Lithuania,LT,2020-02-26,0,0,LTU,2789533.0,0.0
4342,Russia,RU,2020-02-26,2,0,RUS,144478050.0,0.01384293323449479
1274,Czech_Republic,CZ,2020-02-26,0,0,CZE,10625695.0,0.0
2557,Ireland,IE,2020-02-26,0,0,IRL,4853506.0,0.0
1739,Finland,FI,2020-02-26,1,0,FIN,5518050.0,0.18122343943965713
2712,Italy,IT,2020-02-26,322,11,ITA,60431283.0,5.328366104687865
3540,Netherlands,NL,2020-02-26,0,0,NLD,17231017.0,0.0
4972,Switzerland,CH,2020-02-26,1,0,CHE,8516543.0,0.11741853472706003
648,Belgium,BE,2020-02-26,1,0,BEL,11422068.0,0.08754982022519915
5304,United_Kingdom,GB,2020-02-26,13,0,GBR,66488991.0,0.1955210901004649
1184,Croatia,HR,2020-02-26,1,0,HRV,4089400.0,0.24453465055998433
2174,Iceland,IS,2020-02-26,0,0,ISL,353574.0,0.0
1818,France,FR,2020-02-26,14,1,FRA,66987244.0,0.20899501403580656
1656,Estonia,EE,2020-02-26,0,0,EST,1320884.0,0.0
3748,North_Macedonia,MK,2020-02-26,0,0,MKD,2082958.0,0.0
569,Belarus,BY,2020-02-26,0,0,BLR,9485386.0,0.0
4893,Sweden,SE,2020-02-26,1,0,SWE,10183175.0,0.09820119952765223
4429,San_Marino,SM,2020-02-26,0,0,SMR,33785.0,0.0
3130,Luxembourg,LU,2020-02-26,0,0,LUX,607728.0,0.0
3827,Norway,NO,2020-02-26,0,0,NOR,5314336.0,0.0
2556,Ireland,IE,2020-02-27,0,0,IRL,4853506.0,0.0
4267,Romania,RO,2020-02-27,1,0,ROU,19473936.0,0.051350687400841824
5303,United_Kingdom,GB,2020-02-27,13,0,GBR,66488991.0,0.1955210901004649
2711,Italy,IT,2020-02-27,400,12,ITA,60431283.0,6.619088328804802
1817,France,FR,2020-02-27,17,2,FRA,66987244.0,0.25377965990062223
4428,San_Marino,SM,2020-02-27,0,0,SMR,33785.0,0.0
4341,Russia,RU,2020-02-27,2,0,RUS,144478050.0,0.01384293323449479
1358,Denmark,DK,2020-02-27,1,0,DNK,5797446.0,0.17248974807182335
1273,Czech_Republic,CZ,2020-02-27,0,0,CZE,10625695.0,0.0
568,Belarus,BY,2020-02-27,0,0,BLR,9485386.0,0.0
3129,Luxembourg,LU,2020-02-27,0,0,LUX,607728.0,0.0
4971,Switzerland,CH,2020-02-27,1,0,CHE,8516543.0,0.11741853472706003
1738,Finland,FI,2020-02-27,2,0,FIN,5518050.0,0.36244687887931426
4892,Sweden,SE,2020-02-27,2,0,SWE,10183175.0,0.19640239905530446
3376,Monaco,MC,2020-02-27,0,0,MCO,38682.0,0.0
340,Austria,AT,2020-02-27,2,0,AUT,8847037.0,0.22606438743276422
2173,Iceland,IS,2020-02-27,0,0,ISL,353574.0,0.0
647,Belgium,BE,2020-02-27,1,0,BEL,11422068.0,0.08754982022519915
4737,Spain,ES,2020-02-27,12,0,ESP,46723749.0,0.25682870610404146
3057,Lithuania,LT,2020-02-27,0,0,LTU,2789533.0,0.0
3539,Netherlands,NL,2020-02-27,0,0,NLD,17231017.0,0.0
1183,Croatia,HR,2020-02-27,2,0,HRV,4089400.0,0.48906930111996866
1655,Estonia,EE,2020-02-27,0,0,EST,1320884.0,0.0
1978,Germany,DE,2020-02-27,21,0,DEU,82927922.0,0.2532319572652502
3826,Norway,NO,2020-02-27,1,0,NOR,5314336.0,0.18817026247493573
3747,North_Macedonia,MK,2020-02-27,1,0,MKD,2082958.0,0.4800864923824676
3746,North_Macedonia,MK,2020-02-28,1,0,MKD,2082958.0,0.4800864923824676
1654,Estonia,EE,2020-02-28,1,0,EST,1320884.0,0.7570687509274092
5302,United_Kingdom,GB,2020-02-28,16,0,GBR,66488991.0,0.24064134166211065
646,Belgium,BE,2020-02-28,1,0,BEL,11422068.0,0.08754982022519915
2172,Iceland,IS,2020-02-28,0,0,ISL,353574.0,0.0
1977,Germany,DE,2020-02-28,47,0,DEU,82927922.0,0.5667572376888933
4266,Romania,RO,2020-02-28,1,0,ROU,19473936.0,0.051350687400841824
3538,Netherlands,NL,2020-02-28,1,0,NLD,17231017.0,0.05803487977523323
339,Austria,AT,2020-02-28,5,0,AUT,8847037.0,0.5651609685819106
4340,Russia,RU,2020-02-28,2,0,RUS,144478050.0,0.01384293323449479
2710,Italy,IT,2020-02-28,650,17,ITA,60431283.0,10.756018534307803
4970,Switzerland,CH,2020-02-28,8,0,CHE,8516543.0,0.9393482778164802
1357,Denmark,DK,2020-02-28,1,0,DNK,5797446.0,0.17248974807182335
3375,Monaco,MC,2020-02-28,0,0,MCO,38682.0,0.0
2555,Ireland,IE,2020-02-28,0,0,IRL,4853506.0,0.0
4891,Sweden,SE,2020-02-28,7,0,SWE,10183175.0,0.6874083966935656
4427,San_Marino,SM,2020-02-28,1,0,SMR,33785.0,29.598934438360217
1182,Croatia,HR,2020-02-28,3,0,HRV,4089400.0,0.733603951679953
567,Belarus,BY,2020-02-28,1,0,BLR,9485386.0,0.10542533535272049
1816,France,FR,2020-02-28,38,2,FRA,66987244.0,0.5672721809543321
1737,Finland,FI,2020-02-28,2,0,FIN,5518050.0,0.36244687887931426
3128,Luxembourg,LU,2020-02-28,0,0,LUX,607728.0,0.0
4736,Spain,ES,2020-02-28,25,0,ESP,46723749.0,0.5350598043834197
3056,Lithuania,LT,2020-02-28,1,0,LTU,2789533.0,0.35848294320232094
3825,Norway,NO,2020-02-28,4,0,NOR,5314336.0,0.7526810498997429
1272,Czech_Republic,CZ,2020-02-28,0,0,CZE,10625695.0,0.0
4426,San_Marino,SM,2020-02-29,1,0,SMR,33785.0,29.598934438360217
1181,Croatia,HR,2020-02-29,5,0,HRV,4089400.0,1.2226732527999216
1976,Germany,DE,2020-02-29,57,0,DEU,82927922.0,0.6873438840056791
566,Belarus,BY,2020-02-29,1,0,BLR,9485386.0,0.10542533535272049
1736,Finland,FI,2020-02-29,3,0,FIN,5518050.0,0.5436703183189714
1653,Estonia,EE,2020-02-29,1,0,EST,1320884.0,0.7570687509274092
3745,North_Macedonia,MK,2020-02-29,1,0,MKD,2082958.0,0.4800864923824676
4890,Sweden,SE,2020-02-29,12,0,SWE,10183175.0,1.1784143943318268
3537,Netherlands,NL,2020-02-29,2,0,NLD,17231017.0,0.11606975955046646
338,Austria,AT,2020-02-29,7,0,AUT,8847037.0,0.7912253560146747
4339,Russia,RU,2020-02-29,2,0,RUS,144478050.0,0.01384293323449479
3055,Lithuania,LT,2020-02-29,1,0,LTU,2789533.0,0.35848294320232094
2709,Italy,IT,2020-02-29,888,21,ITA,60431283.0,14.694376089946658
1815,France,FR,2020-02-29,57,2,FRA,66987244.0,0.8509082714314982
1271,Czech_Republic,CZ,2020-02-29,0,0,CZE,10625695.0,0.0
1356,Denmark,DK,2020-02-29,2,0,DNK,5797446.0,0.3449794961436467
4265,Romania,RO,2020-02-29,3,0,ROU,19473936.0,0.15405206220252549
3374,Monaco,MC,2020-02-29,1,0,MCO,38682.0,25.851817382762007
2554,Ireland,IE,2020-02-29,0,0,IRL,4853506.0,0.0
4969,Switzerland,CH,2020-02-29,12,0,CHE,8516543.0,1.4090224167247203
4735,Spain,ES,2020-02-29,34,0,ESP,46723749.0,0.7276813339614507
2171,Iceland,IS,2020-02-29,1,0,ISL,353574.0,2.828262259102762
5301,United_Kingdom,GB,2020-02-29,18,0,GBR,66488991.0,0.2707215093698745
645,Belgium,BE,2020-02-29,1,0,BEL,11422068.0,0.08754982022519915
3824,Norway,NO,2020-02-29,6,0,NOR,5314336.0,1.1290215748496144
3127,Luxembourg,LU,2020-02-29,0,0,LUX,607728.0,0.0
4425,San_Marino,SM,2020-03-01,1,0,SMR,33785.0,29.598934438360217
4338,Russia,RU,2020-03-01,2,0,RUS,144478050.0,0.01384293323449479
3054,Lithuania,LT,2020-03-01,1,0,LTU,2789533.0,0.35848294320232094
337,Austria,AT,2020-03-01,10,0,AUT,8847037.0,1.1303219371638211
565,Belarus,BY,2020-03-01,1,0,BLR,9485386.0,0.10542533535272049
1180,Croatia,HR,2020-03-01,5,0,HRV,4089400.0,1.2226732527999216
3373,Monaco,MC,2020-03-01,1,0,MCO,38682.0,25.851817382762007
2553,Ireland,IE,2020-03-01,1,0,IRL,4853506.0,0.20603662589476554
1355,Denmark,DK,2020-03-01,3,0,DNK,5797446.0,0.51746924421547
644,Belgium,BE,2020-03-01,1,0,BEL,11422068.0,0.08754982022519915
1814,France,FR,2020-03-01,100,2,FRA,66987244.0,1.4928215288271898
4734,Spain,ES,2020-03-01,66,0,ESP,46723749.0,1.412557883572228
4889,Sweden,SE,2020-03-01,13,0,SWE,10183175.0,1.276615593859479
2708,Italy,IT,2020-03-01,1128,29,ITA,60431283.0,18.66582908722954
4968,Switzerland,CH,2020-03-01,18,0,CHE,8516543.0,2.11353362508708
3744,North_Macedonia,MK,2020-03-01,1,0,MKD,2082958.0,0.4800864923824676
3823,Norway,NO,2020-03-01,15,0,NOR,5314336.0,2.822553937124036
4264,Romania,RO,2020-03-01,3,0,ROU,19473936.0,0.15405206220252549
1652,Estonia,EE,2020-03-01,1,0,EST,1320884.0,0.7570687509274092
1975,Germany,DE,2020-03-01,111,0,DEU,82927922.0,1.3385117741163224
3536,Netherlands,NL,2020-03-01,7,0,NLD,17231017.0,0.4062441584266326
2170,Iceland,IS,2020-03-01,1,0,ISL,353574.0,2.828262259102762
1735,Finland,FI,2020-03-01,3,0,FIN,5518050.0,0.5436703183189714
5300,United_Kingdom,GB,2020-03-01,23,0,GBR,66488991.0,0.34592192863928406
1270,Czech_Republic,CZ,2020-03-01,0,0,CZE,10625695.0,0.0
3126,Luxembourg,LU,2020-03-01,1,0,LUX,607728.0,1.6454729747518626
1354,Denmark,DK,2020-03-02,4,0,DNK,5797446.0,0.6899589922872934
643,Belgium,BE,2020-03-02,2,0,BEL,11422068.0,0.1750996404503983
4967,Switzerland,CH,2020-03-02,24,0,CHE,8516543.0,2.8180448334494406
1734,Finland,FI,2020-03-02,6,0,FIN,5518050.0,1.0873406366379428
1974,Germany,DE,2020-03-02,129,0,DEU,82927922.0,1.5555677374865369
3053,Lithuania,LT,2020-03-02,1,0,LTU,2789533.0,0.35848294320232094
1269,Czech_Republic,CZ,2020-03-02,3,0,CZE,10625695.0,0.28233447318034255
4337,Russia,RU,2020-03-02,2,0,RUS,144478050.0,0.01384293323449479
336,Austria,AT,2020-03-02,14,0,AUT,8847037.0,1.5824507120293494
3535,Netherlands,NL,2020-03-02,13,0,NLD,17231017.0,0.7544534370780319
4263,Romania,RO,2020-03-02,3,0,ROU,19473936.0,0.15405206220252549
2707,Italy,IT,2020-03-02,1689,35,ITA,60431283.0,27.949100468378273
1813,France,FR,2020-03-02,130,2,FRA,66987244.0,1.9406679874753467
3822,Norway,NO,2020-03-02,19,0,NOR,5314336.0,3.5752349870237787
3372,Monaco,MC,2020-03-02,1,0,MCO,38682.0,25.851817382762007
3743,North_Macedonia,MK,2020-03-02,1,0,MKD,2082958.0,0.4800864923824676
4424,San_Marino,SM,2020-03-02,8,1,SMR,33785.0,236.79147550688174
1651,Estonia,EE,2020-03-02,1,0,EST,1320884.0,0.7570687509274092
1179,Croatia,HR,2020-03-02,7,0,HRV,4089400.0,1.7117425539198903
4888,Sweden,SE,2020-03-02,14,0,SWE,10183175.0,1.3748167933871311
2169,Iceland,IS,2020-03-02,3,0,ISL,353574.0,8.484786777308287
4733,Spain,ES,2020-03-02,83,0,ESP,46723749.0,1.7763985505529534
564,Belarus,BY,2020-03-02,1,0,BLR,9485386.0,0.10542533535272049
3125,Luxembourg,LU,2020-03-02,1,0,LUX,607728.0,1.6454729747518626
5299,United_Kingdom,GB,2020-03-02,36,0,GBR,66488991.0,0.541443018739749
2552,Ireland,IE,2020-03-02,1,0,IRL,4853506.0,0.20603662589476554
5298,United_Kingdom,GB,2020-03-03,40,0,GBR,66488991.0,0.6016033541552767
642,Belgium,BE,2020-03-03,8,0,BEL,11422068.0,0.7003985618015932
1268,Czech_Republic,CZ,2020-03-03,5,0,CZE,10625695.0,0.4705574553005709
335,Austria,AT,2020-03-03,18,0,AUT,8847037.0,2.0345794868948777
157,Andorra,AD,2020-03-03,1,0,AND,77006.0,12.986001090824091
1812,France,FR,2020-03-03,178,3,FRA,66987244.0,2.6572223213123976
3534,Netherlands,NL,2020-03-03,18,0,NLD,17231017.0,1.044627835954198
1973,Germany,DE,2020-03-03,157,0,DEU,82927922.0,1.893210347173537
3821,Norway,NO,2020-03-03,25,0,NOR,5314336.0,4.704256561873393
2168,Iceland,IS,2020-03-03,6,0,ISL,353574.0,16.969573554616574
1178,Croatia,HR,2020-03-03,8,0,HRV,4089400.0,1.9562772044798746
4966,Switzerland,CH,2020-03-03,30,0,CHE,8516543.0,3.5225560418118005
4732,Spain,ES,2020-03-03,114,0,ESP,46723749.0,2.439872707988394
4887,Sweden,SE,2020-03-03,15,0,SWE,10183175.0,1.4730179929147833
4173,Portugal,PT,2020-03-03,2,0,PRT,10281762.0,0.19451918844260352
2706,Italy,IT,2020-03-03,1835,52,ITA,60431283.0,30.365067708392026
1353,Denmark,DK,2020-03-03,5,0,DNK,5797446.0,0.8624487403591168
2960,Latvia,LV,2020-03-03,1,0,LVA,1926542.0,0.5190647284097621
4336,Russia,RU,2020-03-03,3,0,RUS,144478050.0,0.020764399851742187
2167,Iceland,IS,2020-03-04,16,0,ISL,353574.0,45.25219614564419
4731,Spain,ES,2020-03-04,151,0,ESP,46723749.0,3.231761218475855
1972,Germany,DE,2020-03-04,196,0,DEU,82927922.0,2.363498267809002
2551,Ireland,IE,2020-03-04,2,0,IRL,4853506.0,0.4120732517895311
563,Belarus,BY,2020-03-04,4,0,BLR,9485386.0,0.42170134141088195
641,Belgium,BE,2020-03-04,13,0,BEL,11422068.0,1.138147662927589
1733,Finland,FI,2020-03-04,7,0,FIN,5518050.0,1.2685640760776
4886,Sweden,SE,2020-03-04,24,0,SWE,10183175.0,2.3568287886636536
5209,Ukraine,UA,2020-03-04,1,0,UKR,44622516.0,0.0224102110244075
1811,France,FR,2020-03-04,212,4,FRA,66987244.0,3.1647816411136422
4423,San_Marino,SM,2020-03-04,10,1,SMR,33785.0,295.98934438360214
5297,United_Kingdom,GB,2020-03-04,51,0,GBR,66488991.0,0.7670442765479777
4335,Russia,RU,2020-03-04,4,0,RUS,144478050.0,0.02768586646898958
4965,Switzerland,CH,2020-03-04,37,0,CHE,8516543.0,4.344485784901221
1650,Estonia,EE,2020-03-04,2,0,EST,1320884.0,1.5141375018548184
4262,Romania,RO,2020-03-04,4,0,ROU,19473936.0,0.2054027496033673
1352,Denmark,DK,2020-03-04,8,0,DNK,5797446.0,1.3799179845745868
4172,Portugal,PT,2020-03-04,4,0,PRT,10281762.0,0.38903837688520704
2705,Italy,IT,2020-03-04,2502,80,ITA,60431283.0,41.402397496674034
3533,Netherlands,NL,2020-03-04,28,0,NLD,17231017.0,1.6249766337065303
4157,Poland,PL,2020-03-04,1,0,POL,37978548.0,0.026330653820677924
3820,Norway,NO,2020-03-04,33,0,NOR,5314336.0,6.209618661672879
1267,Czech_Republic,CZ,2020-03-04,5,0,CZE,10625695.0,0.4705574553005709
1177,Croatia,HR,2020-03-04,9,0,HRV,4089400.0,2.2008118550398588
334,Austria,AT,2020-03-04,24,0,AUT,8847037.0,2.7127726491931705
5296,United_Kingdom,GB,2020-03-05,85,0,GBR,66488991.0,1.2784071275799629
4422,San_Marino,SM,2020-03-05,15,1,SMR,33785.0,443.98401657540325
2166,Iceland,IS,2020-03-05,26,0,ISL,353574.0,73.53481873667181
1810,France,FR,2020-03-05,285,4,FRA,66987244.0,4.254541357157491
640,Belgium,BE,2020-03-05,23,0,BEL,11422068.0,2.0136458651795803
562,Belarus,BY,2020-03-05,6,0,BLR,9485386.0,0.632552012116323
